Name,Symbol,Holding,Code
WILLIAM HILL PLC ORD 10P,WMH,0,WMH.L
UK COMMERCIAL PROPERTY REIT LIMITED ORD 25P,UKCM,0,UKCM.L
RENISHAW PLC ORD 20P,RSW,0,RSW.L
REDROW PLC ORD 10.5P,RDW,0,RDW.L
NEXTENERGY SOLAR FUND LIMITED RED ORD NPV,NESF,0,NESF.L
MITCHELLS & BUTLERS PLC ORD 8 13/24P,MAB,0,MAB.L
JPMORGAN EMERGING MKTS INV TRST PLC ORD 2.5P,JMG,0,JMG.L
HICL INFRASTRUCTURE PLC ORD 0.01P,HICL,0,HICL.L
GCP INFRASTRUCTURE INVESTMENTS LD ORD 1P,GCP,0,GCP.L
BRITVIC PLC ORD 20P,BVIC,0,BVIC.L
CALISEN PLC ORD GBP0.01,CLSN,0,CLSN.L
TP ICAP PLC ORD 25P,TCAP,0,TCAP.L
BEAZLEY PLC ORD 5P,BEZ,0,BEZ.L
CRANSWICK PLC ORD 10P,CWK,0,CWK.L
JUPITER FUND MANAGEMENT PLC ORD 2P,JUP,0,JUP.L
PERSONAL ASSETS TRUST PLC ORD £12.50,PNL,0,PNL.L
BBGI GLOBAL INFRASTRUCTURE S.A. ORD NPV (DI),BBGI,0,BBGI.L
ALTERNATIVE CREDIT INVESTMENTS PLC ORD GBP0.01,ACI,0,ACI.L
WETHERSPOON(J.D.) PLC ORD 2P,JDW,0,JDW.L
EUROPEAN OPPORTUNITIES TRUST PLC ORD 1P,JEO,0,JEO.L
BALFOUR BEATTY PLC ORD 50P,BBY,0,BBY.L
BAILLIE GIFFORD US GROWTH TRUST PLC ORD GBP0.01,USA,0,USA.L
TI FLUID SYSTEMS PLC ORD 1P,TIFS,0,TIFS.L
HOMESERVE PLC ORD 2 9/13P,HSV,0,HSV.L
SYNCONA LIMITED ORD NPV,SYNC,0,SYNC.L
INCHCAPE PLC ORD 10P,INCH,0,INCH.L
INVESTEC PLC ORD GBP0.0002,INVP,0,INVP.L
CLS HOLDINGS PLC ORD 2.5P,CLI,0,CLI.L
THE RENEWABLES INFRASTRUCTURE GROUP ORD NPV,TRIG,0,TRIG.L
HG CAPITAL TRUST PLC ORD 2.5P,HGT,0,HGT.L
SAFESTORE HOLDINGS PLC ORD 1P,SAFE,0,SAFE.L
LANCASHIRE HOLDINGS LD COM SHS USD0.50,LRE,0,LRE.L
PAGEGROUP PLC ORD 1P,PAGE,0,PAGE.L
FIDELITY CHINA SPEC. SITUATION PLC ORD 1P,FCSS,0,FCSS.L
JPMORGAN AMERICAN IT PLC ORD 5P,JAM,0,JAM.L
MORGAN SINDALL GROUP PLC ORD 5P,MGNS,0,MGNS.L
OSB GROUP PLC ORD 304P,OSB,0,OSB.L
OXFORD INSTRUMENTS PLC ORD 5P,OXIG,0,OXIG.L
LONDONMETRIC PROPERTY PLC ORD 10P,LMP,0,LMP.L
HARBOURVEST GLOBAL PRIVATE EQUITY L ORD NPV,HVPE,0,HVPE.L
HOWDEN JOINERY GROUP PLC ORD 10P,HWDN,0,HWDN.L
GREAT PORTLAND ESTATES PLC ORD 15 5/19P,GPOR,0,GPOR.L
BELLWAY PLC ORD 12.5P,BWY,0,BWY.L
TEMPLETON EMERGING MARKETS IT PLC ORD 25P,TEM,0,TEM.L
FIDELITY SPECIAL VALUES PLC ORD 5P,FSV,0,FSV.L
SCHRODER ASIA PACIFIC FUND ORD 10P,SDP,0,SDP.L
MORGAN ADVANCED MATERIALS PLC ORD 25P,MGAM,0,MGAM.L
JPMORGAN EURO SMALL CO. TRUST PLC ORD 5P,JESC,0,JESC.L
EDINBURGH WORLDWIDE INV TRUST PLC ORD 1P,EWI,0,EWI.L
VECTURA GROUP PLC ORD 0.0271P,VEC,0,VEC.L
DIRECT LINE INSURANCE GROUP PLC ORD 10 10/11P,DLG,0,DLG.L
JOHN LAING GROUP PLC ORD 10P,JLG,0,JLG.L
PETS AT HOME GROUP PLC ORD 1P,PETS,0,PETS.L
HERALD INV TST PLC ORD 25P,HRI,0,HRI.L
FIDELITY EUROPEAN VALUES PLC ORD 2.5P,FEV,0,FEV.L
SANNE GROUP PLC ORD GBP0.01,SNN,0,SNN.L
BANKERS INV TST PLC ORD 25P,BNKR,0,BNKR.L
EDINBURGH INV TST PLC ORD 25P,EDIN,0,EDIN.L
SOFTCAT PLC ORD £0.0005,SCT,0,SCT.L
SCHRODER ORIENTAL INCOME FUND LD ORD 1P,SOI,0,SOI.L
MONKS INV TST PLC ORD 5P,MNKS,0,MNKS.L
POLYPIPE GROUP PLC ORD GBP0.001,PLP,0,PLP.L
CAPITA PLC ORD 2.066666P,CPI,0,CPI.L
IMPAX ENVIRONMENTAL MARKETS PLC ORD 10P,IEM,0,IEM.L
XP POWER LD ORD 1P (DI),XPP,0,XPP.L
ASTON MARTIN LAGONDA GLOBAL HOLDING ORD GBP0.10,AML,0,AML.L
BMO COMMERCIAL PROPERTY TRUST LD ORD 1P,BCPT,0,BCPT.L
INTERNATIONAL PUBLIC PARTNERSHIP LD ORD 0.01P,INPP,0,INPP.L
CHEMRING GROUP PLC ORD 1P,CHG,0,CHG.L
SMITHSON INVESTMENT TRUST PLC ORD 1P,SSON,0,SSON.L
SCOTTISH AMERICAN INV CO PLC ORD 25P,SAIN,0,SAIN.L
GENESIS EMERGING MARKETS FUND LD PTG NPV,GSS,0,GSS.L
DIVERSIFIED GAS & OIL PLC ORD 1P,DGOC,0,DGOC.L
DECHRA PHARMACEUTICALS PLC ORD 1P,DPH,0,DPH.L
INTEGRAFIN HOLDINGS PLC ORD 1P,IHP,0,IHP.L
DOMINO'S PIZZA GROUP PLC ORD 25/48P,DOM,0,DOM.L
FINSBURY GROWTH & INCOME TRUST PLC ORD 25P,FGT,0,FGT.L
SEQUOIA ECONOMIC INFRASTRUCTURE INC ORD NPV,SEQI,0,SEQI.L
TATE & LYLE PLC ORD 25P,TATE,0,TATE.L
CITY OF LONDON INVESTMENT TRUST PLC ORD 25P,CTY,0,CTY.L
FORESIGHT SOLAR FUND LD ORD NPV,FSFL,0,FSFL.L
ALLIANCE TRUST PLC ORD 2.5P,ATST,0,ATST.L
IMI PLC ORD 28 4/7P,IMI,0,IMI.L
WORKSPACE GROUP PLC ORD GBP1,WKP,0,WKP.L
TRITAX BIG BOX REIT PLC ORD 1P,BBOX,0,BBOX.L
COMPUTACENTER PLC ORD 7 5/9P,CCC,0,CCC.L
NINETY ONE PLC ORD £0.0001,N91,0,N91.L
LAW DEBENTURE CORPORATION PLC ORD 5P,LWDB,0,LWDB.L
CREST NICHOLSON HOLDINGS PLC ORD 5P,CRST,0,CRST.L
SABRE INSURANCE GROUP PLC ORD GBP0.001P,SBRE,0,SBRE.L
MURRAY INTERNATIONAL TRUST PLC ORD 25P,MYI,0,MYI.L
MONEYSUPERMARKET.COM GROUP PLC ORD 0.02P,MONY,0,MONY.L
MEDICLINIC INTERNATIONAL PLC ORD 10P,MDC,0,MDC.L
AJ BELL PLC ORD GBP0.000125,AJB,0,AJB.L
QUILTER PLC ORD GBP0.07,QLT,0,QLT.L
CENTRICA PLC ORD 6 14/81P,CNA,0,CNA.L
PROVIDENT FINANCIAL PLC ORD 20 8/11P,PFG,0,PFG.L
WEIR GROUP PLC ORD 12.5P,WEIR,0,WEIR.L
BREWIN DOLPHIN HLDGS PLC ORD 1P,BRW,0,BRW.L
TELECOM PLUS PLC ORD 5P,TEP,0,TEP.L
MARSHALLS PLC ORD 25P,MSLH,0,MSLH.L
HENDERSON SMALLER COS INV TST PLC ORD 25P,HSL,0,HSL.L
BAILLIE GIFFORD SHIN NIPPON PLC ORD 2P,BGS,0,BGS.L
CONVATEC GROUP PLC ORD 10P,CTEC,0,CTEC.L
CLOSE BROS GROUP PLC ORD 25P,CBG,0,CBG.L
MURRAY INCOME TRUST PLC ORD 25P,MUT,0,MUT.L
TBC BANK GROUP PLC ORD GBP0.01,TBCG,0,TBCG.L
RIT CAPITAL PARTNERS PLC ORD £1,RCP,0,RCP.L
4IMPRINT GROUP PLC ORD 38 6/13P,FOUR,0,FOUR.L
MAN GROUP PLC ORD USD0.0342857142,EMG,0,EMG.L
JLEN ENVIRONMENTAL ASSETS GROUP LTD ORD NPV,JLEN,0,JLEN.L
WITAN INV TST PLC ORD 5P,WTAN,0,WTAN.L
POLAR CAPITAL TECHNOLOGY TRUST PLC ORD 25P,PCT,0,PCT.L
ABERFORTH SMALLER COMPANIES TST PLC ORD 1P,ASL,0,ASL.L
PLAYTECH PLC ORD NPV,PTEC,0,PTEC.L
SHAFTESBURY PLC ORD 25P,SHB,0,SHB.L
TRAINLINE PLC ORD 1P,TRN,0,TRN.L
COUNTRYSIDE PROPERTIES PLC ORD 1P,CSP,0,CSP.L
QINETIQ GROUP PLC ORD 1P,QQ.,0,QQ..L
PETROPAVLOVSK PLC ORD 1P,POG,0,POG.L
VIVO ENERGY PLC ORD USD0.50,VVO,0,VVO.L
UNITE GROUP PLC ORD 25P,UTG,0,UTG.L
F&C INVESTMENT TRUST PLC ORD 25P,FCIT,0,FCIT.L
CARNIVAL PLC ORD USD 1.66,CCL,0,CCL.L
ULTRA ELECTRONICS HOLDINGS PLC ORD 5P,ULE,0,ULE.L
IBSTOCK PLC ORD 1P,IBST,0,IBST.L
LXI REIT PLC ORD 1P,LXI,0,LXI.L
ICG ENTERPRISE TRUST PLC ORD 10P,ICGT,0,ICGT.L
HAYS PLC ORD 1P,HAS,0,HAS.L
CIVITAS SOCIAL HOUSING PLC ORD 1P,CSH,0,CSH.L
ELECTROCOMPONENTS PLC ORD 10P,ECM,0,ECM.L
BMO GLOBAL SMALLER COMPANIES PLC ORD 2.5P,BGSC,0,BGSC.L
TR PROPERTY INV TST PLC ORD 25P,TRY,0,TRY.L
GRAFTON GROUP PLC UT (1 ORD 1 C ORD & 17 A ORD),GFTU,0,GFTU.L
AVI GLOBAL TRUST PLC ORD 10P,AGT,0,AGT.L
VIRGIN MONEY UK PLC ORD GBP0.10,VMUK,0,VMUK.L
RATHBONE BROS PLC ORD 5P,RAT,0,RAT.L
CAIRN ENERGY PLC ORD 21/13P,CNE,0,CNE.L
JPMORGAN JAPANESE INV. TRUST PLC ORD 25P,JFJ,0,JFJ.L
VISTRY GROUP PLC ORD 50P,VTY,0,VTY.L
SERCO GROUP PLC ORD 2P,SRP,0,SRP.L
VICTREX PLC ORD 1P,VCT,0,VCT.L
PRIMARY HEALTH PROPERTIES PLC ORD 12.5P,PHP,0,PHP.L
BAILLIE GIFFORD JAPAN TRUST PLC ORD 5P,BGFD,0,BGFD.L
GREENCOAT UK WIND PLC ORD 1P,UKW,0,UKW.L
ALLIANZ TECHNOLOGY TRUST PLC ORD 25P,ATT,0,ATT.L
CLARKSON PLC ORD 25P,CKN,0,CKN.L
ROTORK PLC ORD 0.5P,ROR,0,ROR.L
AO WORLD PLC ORD 0.25P,AO.,0,AO..L
ENERGEAN PLC ORD 1P,ENOG,0,ENOG.L
AIRTEL AFRICA PLC ORD USD0.50,AAF,0,AAF.L
NETWORK INTERNATIONAL HOLDINGS PLC ORD 10P,NETW,0,NETW.L
FDM GROUP (HOLDINGS) PLC ORD 1P,FDM,0,FDM.L
ASSURA PLC ORD 10P,AGR,0,AGR.L
PURETECH HEALTH PLC ORD 1P,PRTC,0,PRTC.L
C&C GROUP PLC ORD EUR0.01,CCR,0,CCR.L
HAMMERSON PLC ORD 5P,HMSO,0,HMSO.L
SIRIUS REAL ESTATE LD ORD NPV,SRE,0,SRE.L
IWG PLC ORD 1P,IWG,0,IWG.L
RANK GROUP PLC ORD 13 8/9P,RNK,0,RNK.L
KAINOS GROUP PLC ORD 0.5P,KNOS,0,KNOS.L
MERCANTILE INVESTMENT TST (THE) PLC ORD 2.5P,MRC,0,MRC.L
JUST GROUP PLC ORD 10P,JUST,0,JUST.L
ASCENTIAL PLC ORD 1P,ASCL,0,ASCL.L
ELEMENTIS PLC ORD 5P,ELM,0,ELM.L
CENTAMIN PLC ORD NPV (DI),CEY,0,CEY.L
COATS GROUP PLC ORD 5P,COA,0,COA.L
FERREXPO PLC ORD 10P,FXPO,0,FXPO.L
FIRSTGROUP PLC ORD 5P,FGP,0,FGP.L
WH SMITH PLC ORD 22 6/67P,SMWH,0,SMWH.L
BLACKROCK WORLD MINING TRUST PLC ORD 5P,BRWM,0,BRWM.L
RHI MAGNESITA N.V. ORD EUR1.00 (DI),RHIM,0,RHIM.L
AGGREKO PLC ORD 4 329/395P,AGK,0,AGK.L
WOOD GROUP (JOHN) PLC ORD 4 2/7P,WG.,0,WG..L
ESSENTRA PLC ORD 25P,ESNT,0,ESNT.L
IP GROUP PLC ORD 2P,IPO,0,IPO.L
CAPITAL & COUNTIES PROPERTIES PLC ORD 25P,CAPC,0,CAPC.L
HELIOS TOWERS PLC ORD 1P,HTWS,0,HTWS.L
PZ CUSSONS PLC ORD 1P,PZC,0,PZC.L
VESUVIUS PLC ORD 10P,VSVS,0,VSVS.L
HOCHSCHILD MINING PLC ORD 25P,HOC,0,HOC.L
BODYCOTE PLC ORD 17 3/11P,BOY,0,BOY.L
GAMES WORKSHOP GROUP PLC ORD 5P,GAW,0,GAW.L
SYNTHOMER PLC ORD 10P,SYNT,0,SYNT.L
HILTON FOOD GROUP PLC ORD 10P,HFG,0,HFG.L
BABCOCK INTERNATIONAL GROUP PLC ORD 60P,BAB,0,BAB.L
PETROFAC LD ORD USD0.02,PFC,0,PFC.L
